Category;body
consommer;"Je vous invite à cette lecture...

https://www.lemonde.fr/idees/article/2019/08/28/le-climat-une-drole-de-guerre_5503560_3232.html

Le rationnement peut d'ailleurs s'appliquer à beaucoup d'autres champs que le transport, à partir du moment où les produits ont une étiquette carbone. La consommation du numérique peut aussi être touchée grâce à des applications telles que développées par l'organisme de JM Jancovici récemment, qui mesure l'impact carbone de la consommation numérique des particuliers en fonction de la bande passante : https://www.linfodurable.fr/technomedias/une-extension-web-pour-mesurer-notre-empreinte-sur-internet-14502

Merci pour votre travail et votre implication !"
consommer;Scanner toutes les maisons Françaises afin de détecter les maisons energivores et imposer aux propriétaires d’effectuer les travaux d’isolation nécessaire via des prêts à taux zéro remboursable sur une longue période
consommer;"Inverser la politique actuelle de natalité : allocations familiales pour le premier enfant mais pas pour les suivants (à appliquer sur les nouvelles naissances) et d’un montant forfaitaire égal pour tou.te.s .

Protection sociale en parallèle pour assurer à chacun que les efforts individuels soient faits sans risques : 
- Revenu d’existence d’un montant suffisant pour assurer les besoins essentiels, associé à un droit constitutionnel d’ accès aux ressources publiques pour tou.te.s. Cela implique de remettre et développer les services publiques sur tout le territoire de manière à réduire les déplacements.
- Associé à une sécurité sociale devenue universellement intégrale du type couverture maladie universelle complémentaire – pas de tiers payant, tout est financé par l’extension des cotisations patronales à la mesure du nécessaire, l’idée étant de limiter le profit des actionnaires au bénéfice universel de la société toute entière.

Introduire progressivement un rationnement, avec la carte carbone qui est équitable au contraire de la taxe carbone.

Remettre immédiatement en ligne le système de calcul du bilan carbone fourni par l’Ademe, pour permettre à chaque citoyen.ne d’évaluer ses émissions en détail.

Supprimer les lois pénalisant l’appel au boycott : les citoyens doivent avoir un levier pour mettre la pression sur les entreprises les plus émettrices, afin de les inciter à décarboner leurs activités."
consommer;"La publicité, quelque soit le support, encourage à la consommation, elle est inutile dans une société de préservation des ressources, elle impacte directement le prix des biens et services.

En réduisant puis interdisant la publicité, les prix baisseront (cf la question posée par un membre de convention citoyenne en séance à propos du prix d'une automobile en sortie d usine)

Les consommateurs ont suffisamment de moyens à leur disposition pour trouver un bien ou un service sans utilisation de la publicité

Cette proposition va à l'encontre des règles de concurrence au sein de l'union européenne, et probablement l'organisation mondiale du commerce, il faudra donc prendre les dispositions pour pouvoir l'appliquer"
consommer;Non-déploiement du réseau 5G et limitation réglementaire du débit pour la vidéo en ligne (max 720p50), avec formation obligatoire au lycée sur la manière de compresser un fichier vidéo (ex : logiciel gratuit Handbrake).
consommer;La population doit être associée à toute dépense conséquente pour son avenir à l'échelon local, ainsi tout investissement d eplus de 500 000 euros doit être analysé au regard de ses impacts climatiques et soumis à l'approbation des habitants par référendum ou consultation. Ceci évitera des dépenses dont les besoins ne son pas identifiés ou justifiés et climaticides.
consommer;"En soi, la publicité elle-même pollue à cause des litres d'encres utilisés, du renouvellement des affiches, ou pire, de la consommation énergétique des écrans publicitaires. 
En plus de cela, des publicités concernant le nouveau SUV 4 roues motrices consommant outrageusement au km et libérant des quantités de GES, ou encore les publicités de café en capsule (augmentant le nombre de déchets, métalliques, qui plus est en tant que ressource non-renouvelables) encouragent les consommateurs à consommer de manière sale pour l'environnement. 
Des filtres écologiques devraient être normés pour autoriser une publicité ou non."
consommer;"Il faut des mesures simultanées toutes étroitement interactives et indispensables dans les domaines de transition écologique + ré-aménagement du territoire + justice sociale et fiscale + formation et emploi. La transition climatique sera socialement équitable, ou ne se fera pas.
Il est quasi-impossible de trouver, dans une grande surface ou dans un magasin de détail, un bien d’équipement qui ne provienne pas de l’autre bout du monde ! Est-on décidément désormais incapables, en Europe, de fabriquer une simple ampoule électrique ?
Il est donc indispensable de réussir à instaurer rapidement une taxe carbone (nationale, puis internationale) sur les  transports à longue distance, non seulement terrestres, mais aussi aériens et maritimes. Le jour où les compagnies internationales de transport paieront le véritable coût de leur activité (y compris pollutions et dégradations en tous genres, actuellement externalisées à la charge de la société civile et… de la planète !), la mondialisation triomphante calmera ses excès, et pas mal d’emplois se re-localiseront.
Ce point mériterait certainement d’être proposé et mis à l’ordre du jour de la prochaine COP 25 de Madrid, sinon de la suivante."
consommer;"Aujourd’hui, le coût d’un produit est quasi-exclusivement défini et perçu à partir de son coût économique. C’est ce qui fait que des tomates d’agriculture conventionnelle semblent bien moins chères que celles d’une agriculture bio et paysanne.
Pourtant, le coût économique en apparence moins cher à court terme cache plein d’autres coûts invisibles ou non comptabilisés à moyen et long terme, en particulier les coûts de type écologique et social. 
Si on pouvait tenir compte de l’empreinte carbone des tomates conventionnelles (liées à leur transport, leur production industrielle...), des incidences environnementales liées à leur production (appauvrissement des sols...), de l’appauvrissement du tissu territorial lié à leur production délocalisée et des conditions de travail associées (souvent précaires), on se rendrait compte qu’elles nous coûtent (à nous personnellement et en tant que société) bien plus cher que des tomates produites en agriculture paysanne et bio (ou mieux, Nature & Progrès).
La proposition est donc de mettre en place un système de notation obligatoire (e.g. A, B, C, D... comme sur l’électroménager), ou des mentions obligatoires (empreinte carbone liée au transport du produit, origine transparente des composants...), ou une taxe durable (qui s’ajouterait à la TVA et inciterait à moins consommer de produits polluants) qui permettraient de rendre compte du coût à la fois écologique et social (plus  difficile à mesurer) des produits achetés."
consommer;"Le recyclage du verre est une bonne chose mais émet énormément de CO2 : il faut chauffer le verre à 1500 degrés pour le fondre et le remodeler.

Un retour à un système de consigne des bouteilles en verre est plus avantageux pour l’environnement mais également économiquement :
- les collectivités locales répercutent le coût du recyclage sur la taxe de ordures ménagers
- la collecte des bouteilles en verre dans des machines permettrait de rétribuer au consommateur une pécule financier  
- le retour à la consigne permettrait de développer une nouvelle activité économique avec un fort ancrage territorial

Cette vidéo de la Fondation Nicolas Hulot permet de mieux comprendre les enjeux et les avantages qui en seraient tirés : https://youtu.be/l7xl2bZyIJg"
consommer;"Au sujet du service au volant en restauration rapide, je fais le constat suivant:

- effets sur la pollution atmosphérique, le rejet de CO2, le réchauffement climatique
- sédentarité, passivité du consommateur
Non loin de chez moi, il y a un service au volant qui fonctionne 24 H sur 24, 3 jours par semaine!
J'ai déjà fait 2 courriers au ministère de l'Ecologie, sans résultat et j'espère que la convention va reprendre cette proposition.
- Ou l'on convainc les opérateurs de l'arrêter
- Ou bien, on les oblige par la Loi."
